走路+步行,晴,天气不错，出门一路顺风噢
走路+步行,小雨,雨天出门，别忘了带伞噢
走路+步行,中雨,雨天出门，别忘了带伞噢
走路+步行,大雨,雨天出门，别忘了带伞噢
走路+步行,暴雨,记得带伞，要注意安全噢
走路+步行,雷阵雨,记得带伞，要注意安全噢
走路+步行,雾霾,空气不好，记得戴上口罩噢
走路+步行,多云,天气不错，出门一路顺风噢
走路+步行,沙尘暴,恶劣天气出动，最好待在室内噢
走路+步行,台风,台风天，出门注意安全噢
走路+步行,冰雹,恶劣天气出动，最好待在室内噢
走路+步行,小雪,注意路面结冰噢
走路+步行,中雪,注意路面结冰噢
走路+步行,大雪,天气较差，最好待在室内噢
走路+步行,晴间多云,天气不错，出门一路顺风噢
走路+步行,大部多云,天气不错，出门一路顺风噢
走路+步行,阴,出门一路顺风噢
走路+步行,阵雨,路面湿滑，别忘了带伞噢
走路+步行,雷阵雨伴有冰雹,恶劣天气出动，最好待在室内噢
走路+步行,大暴雨,容易发生洪涝、水淹，最好待在室内噢
走路+步行,特大暴雨,容易发生洪涝、水淹，最好待在室内噢
走路+步行,冻雨,雨天出门，别忘了带伞噢
走路+步行,雨夹雪,天气较差，最好待在室内噢
走路+步行,阵雪,注意路面结冰噢
走路+步行,暴雪,恶劣天气出动，最好待在室内噢
走路+步行,浮尘,记得戴好口罩，出门注意安全噢
走路+步行,扬沙,记得戴好口罩，出门注意安全噢
走路+步行,强沙尘暴,恶劣天气出动，最好待在室内噢
走路+步行,雾,出门一路顺风噢
走路+步行,霾,空气不好，记得戴上口罩噢
走路+步行,风,刮风天，出门注意安全噢
走路+步行,大风,刮风天，出门注意安全噢
走路+步行,飓风,恶劣天气出动，最好待在安全场所噢
走路+步行,热带风暴,恶劣天气出动，最好待在安全场所噢
走路+步行,龙卷风,恶劣天气出动，最好待在安全场所噢
走路+步行,冷,希望出门一路平安
走路+步行,热,希望出门一路平安
走路+步行,其他状态,希望出门一路平安
走路+步行,雷暴雨,恶劣天气出动，最好待在室内噢
走路+步行,雷暴,出门注意安全噢
走路+步行,雷雨,记得带伞，出门注意安全噢
走路+步行,雨,记得带伞，出门注意安全噢
走路+步行,雪,注意路面结冰噢
走路+步行,阳光,天气不错，出门注意防晒噢
走路+步行,大太阳,天气不错，出门注意防晒噢
走路+步行,下雪,注意路面结冰噢
自行车+助力车+电动车+电瓶车+摩托车+小电驴+平衡车+骑行+骑车+单车,晴,天气不错，出行一路顺风噢
自行车+助力车+电动车+电瓶车+摩托车+小电驴+平衡车+骑行+骑车+单车,小雨,路面湿滑，别忘了带伞噢
自行车+助力车+电动车+电瓶车+摩托车+小电驴+平衡车+骑行+骑车+单车,中雨,雨势偏大，最好不要骑车噢
自行车+助力车+电动车+电瓶车+摩托车+小电驴+平衡车+骑行+骑车+单车,大雨,雨势偏大，最好不要骑车噢
自行车+助力车+电动车+电瓶车+摩托车+小电驴+平衡车+骑行+骑车+单车,暴雨,雨势偏大，最好不要骑车噢
自行车+助力车+电动车+电瓶车+摩托车+小电驴+平衡车+骑行+骑车+单车,雷阵雨,雨势偏大，最好不要骑车噢
